Study (cluster) (2018),Observation # (2018),Study sorting,Reference,Publication type,Year published,Year (data collection),$ value reported based on year,Type of source,Action,Technique type,Specific technique,Reef Restoration and Adaptation Plan Report Technique,Number of coral colonies/fragments,Species,Location,Latitude,Longitude,Country,Country Code,Income group,Cost (including),Total project costs reported (capital costs and operating costs),"Capital costs reported (planning, purchasing, land acquisition, construction, and financing)","Operating costs reported (maintenance, monitoring, and equipment repair and replacement)",Monitoring costs included,Construction costs included,In-kind costs (volunteers),Funding: Government,Funding: NGO,Funding: volunteers,Funding: private,Notes to funding,Primary motivation category,Secondary motivation category,Tertiary motivation category,SER Concept 1: Reference ecosystems,"SER Concept 2a: Clear targets and goals, SMART objectives",SER Concept 2b: Specific and measurable indicators to evaluate targets/goals/ objectives,SER Concept 2c: Adaptive management,SER Concept 3: Assessing capacity for natural recovery,SER Concept 4: Aiming for full ecosystem recovery ,"SER Concept 5: Restoration draws on all relevant knowledge (science, practice and traditional knowledge)",SER Concept 6: Early and ongoing stakeholder engagement with communities and end-users,Primary Attribute Category,Secondary Attribute Category,Variable 1,Attribute Category Variable 1,Sub-attribute Category Variable 1,Variable 2,Attribute Category Variable 2,Sub-attribute Category Variable 2,Variable 3,Attribute Category Variable 3,Sub-attribute Category Variable 3,Variable 4,Attribute Category Variable 4,Sub-attribute Category Variable 4,Variable 5,Attribute Category Variable 5,Sub-attribute Category Variable 5,Variable 6,Attribute Category Variable 6,Sub-attribute Category Variable 6,Variable 7,Attribute Category Variable 7,Sub-attribute Category Variable 7,Variable 8,Attribute Category Variable 8,Sub-attribute Category Variable 8,Variable 9,Attribute Category Variable 9,Sub-attribute Category Variable 9,Variable 10,Attribute Category Variable 10,Sub-attribute Category Variable 10,Variable 11,Attribute Category Variable 11,Sub-attribute Category Variable 11,Variable 12,Attribute Category Variable 12,Sub-attribute Category Variable 12,Variable 13,Attribute Category Variable 13,Sub-attribute Category Variable 13,Variable 14,Attribute Category Variable 14,Sub-attribute Category Variable 14,Variable 15,Attribute Category Variable 15,Sub-attribute Category Variable 15,Variable 16,Attribute Category Variable 16,Sub-attribute Category Variable 16,Variable 17,Attribute Category Variable 17,Sub-attribute Category Variable 17,Variable 18,Attribute Category Variable 18,Sub-attribute Category Variable 18,Ecological outcome,Economic outcome,Social outcome,Project duration (year),Spatial extent (ha),Year used in CPI conversion,Cost ($),Currency,Restoration cost in (US$ / ha),"Restoration cost in  (US$ / ha) @2010 base, CPI","Restoration cost in (US$ / ha / yr) @2010 base, CPI","Restoration cost in (Int$ / ha) @2010 base, GDP (PPP)","Restoration cost in (Int$ / ha / yr) @2010 base, GDP (PPP)",Feasibility (reasons for failure/success),Pre-transplant average survival (%),Transplant average survival (%),Post-transplant average survival (%),Average survival (%)
41,209,,"Johnson M, Lustic C, Bartels E, Baums I, Gilliam D, Larson L, Lirman D, Miller M, Nedimyer K, Schopmeyer S (2011) Caribbean Acropora restoration guide: best practices for propagation and population enhancement. The Nature Conservancy, Arlington, VA",report,2011,2007-2010,,secondary,"Coral fragments were collected from 95 donor colonies to supplement genetic diversity in the nursery and were hold in 3 types of nursery designs: block, line nursery, coral tree nursery. Currently (2011), the nursery holds >15,000 Acropora cervicornis corals from 90 different genotypes. More than 1500 corals have been successfully outplanted to 31 sites on 10 different reefs off the Upper Florida Keys. Author: K Nedimyer",biological,growing corals in nurseries,Coral gardening - Nursery phase,">15,000 corals in nursery,  >1500 corals outplanted", Acropora cervicornis ,"Tavernier Key, Upper Florida Keys",24.996797,-80.5025606,United States,USA,High income,,,,,,,,,,,,,"N/A (secondary source, review or guideline paper)","N/A (secondary source, review or guideline paper)","N/A (secondary source, review or guideline paper)",,,,,,,,,"N/A (secondary source, review or guideline paper)","N/A (secondary source, review or guideline paper)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"N/A (secondary source, review or guideline paper)","N/A (secondary source, review or guideline paper)","N/A (secondary source, review or guideline paper)",3.0,NA,2009,NA,NA,NA,NA,NA,NA,NA,"Corals were observed spawning in 2009, just two years after outplanting. Overall survivorship of outplanted corals is approximately 70%. Prior to the cold water event in January 2010, overall survivorship was approximately 80%.",,,75.0,75.0
41,210,,"Johnson M, Lustic C, Bartels E, Baums I, Gilliam D, Larson L, Lirman D, Miller M, Nedimyer K, Schopmeyer S (2011) Caribbean Acropora restoration guide: best practices for propagation and population enhancement. The Nature Conservancy, Arlington, VA",report,2011,2011-ongoing,,secondary,"Coral fragments were grown in block nursery consisting of square blocks of 50 x 50 cm made of a mix of concrete and silica forming a platform for coral fragment attachment. Coral fragments were regularly cleaned from algae. Size monitoring was performed every two months. Authors: J Carlos Huitrón Baca, J Gonzalez Cano, A Vega Zepeda",biological,growing corals in nurseries,Coral gardening - Nursery phase,>900 fragments hold in nursery,"Acropora palmata, Acropora cervicornis, Agaricia agaricites","Isla Mujeres National Park, Cancun National Park, Quintana Roo",21.20262427,-86.72074811,Mexico,MEX,Upper middle income,,,,,,,,,,,,,"N/A (secondary source, review or guideline paper)","N/A (secondary source, review or guideline paper)","N/A (secondary source, review or guideline paper)",,,,,,,,,"N/A (secondary source, review or guideline paper)","N/A (secondary source, review or guideline paper)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"N/A (secondary source, review or guideline paper)","N/A (secondary source, review or guideline paper)","N/A (secondary source, review or guideline paper)",NA,NA,2011,NA,NA,NA,NA,NA,NA,NA,"One nursery was located near the reef crest and had less than 70% survivorship. This was likely due to poor water quality, since patches of yellow turf algae were seen around the site; overgrowth by algae was the main concern.",,70.0,,70.0
41,211,,"Johnson M, Lustic C, Bartels E, Baums I, Gilliam D, Larson L, Lirman D, Miller M, Nedimyer K, Schopmeyer S (2011) Caribbean Acropora restoration guide: best practices for propagation and population enhancement. The Nature Conservancy, Arlington, VA",report,2011,,,secondary,"Reef site was destroyed in 2006 by the M/V Margara grounding. Primary purpose of the Acropora nurseries was to outplant corals into the restored and stabilized areas of the impact site to augment coral recruitment and recovery. Corals were grown in Floating Underwater Coral Apparatus Nursery: line nurseries constructed of a 5’ x 10’ PVC frame to provide support, with 4 horizontal monofilament lines. The line nurseries were cleaned and maintained during nursery expansion and outplanting. Outplant events typically occured twice a year. Authors: S Griffin, T Moore
",biological,growing corals in nurseries,Coral gardening - Nursery phase," >1500 coral at nursery, >900 fragments outplanted",Acropora cervicornis ,"Bahía de Tallaboa, Margara Grounding, Guayanilla",17.9949661,-66.7162855,Puerto Rico,PRI,High income,,,,,,,,,,,,,"N/A (secondary source, review or guideline paper)","N/A (secondary source, review or guideline paper)","N/A (secondary source, review or guideline paper)",,,,,,,,,"N/A (secondary source, review or guideline paper)","N/A (secondary source, review or guideline paper)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"N/A (secondary source, review or guideline paper)","N/A (secondary source, review or guideline paper)","N/A (secondary source, review or guideline paper)",NA,NA,2010,NA,NA,NA,NA,NA,NA,NA,Survivorship of outplanted corals was approximately 10%.,,,10.0,10.0
41,212,,"Johnson M, Lustic C, Bartels E, Baums I, Gilliam D, Larson L, Lirman D, Miller M, Nedimyer K, Schopmeyer S (2011) Caribbean Acropora restoration guide: best practices for propagation and population enhancement. The Nature Conservancy, Arlington, VA",report,2011,,,secondary ,"Acropora cervicornis corals were collected from two known genotypes. They were maintained in a recirculating tank system ex situ. After 1 year of culture ex situ, 72 fragments were outplanted onto Molasses Reef in the Florida Keys. Authors: Marshall AL, CA Watson, IK Berzins, PA Anderson, JS Graves, K Nedimyer, AL Moulding",biological,growing corals in ex situ nurseries,Coral gardening - Nursery phase,72,Acropora cervicornis,"Molasses Reef, Florida",25.0151854,-80.3785098,United States,USA,High income,,,,,,,,,,,,,"N/A (secondary source, review or guideline paper)","N/A (secondary source, review or guideline paper)","N/A (secondary source, review or guideline paper)",,,,,,,,,"N/A (secondary source, review or guideline paper)","N/A (secondary source, review or guideline paper)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"N/A (secondary source, review or guideline paper)","N/A (secondary source, review or guideline paper)","N/A (secondary source, review or guideline paper)",1.0,NA,2010,NA,NA,NA,NA,NA,NA,NA,"Preliminary observations are showing that almost all of the corals outplanted have not only survived but are growing well: very high percentage of healthy, growing corals.",,,,NA
41,213,,"Johnson M, Lustic C, Bartels E, Baums I, Gilliam D, Larson L, Lirman D, Miller M, Nedimyer K, Schopmeyer S (2011) Caribbean Acropora restoration guide: best practices for propagation and population enhancement. The Nature Conservancy, Arlington, VA",report,2011,2008,,secondary,"Corals were grown in frame nursery at 3 - 6 m water depth. Fixed nurseries were constructed with PVC structures and PVC and PET connectors anchored with threaded rod. Corals were attached using cement (cheaper than epoxy). 3600 Acropora palmata corals have successfully been outplanted to the forereef crest. Authors: GG Nava-Martinez, MA Garcia-Salgado, MA Roman-Vives, MA Rangel-Avalos, I Lopez-Huerta, C LeClercq",biological,growing corals in nurseries,Coral gardening - Nursery phase,3600,Acropora palmata,"Anegada de Adentro reef, Veracruz National Park",19.14081924,-95.88162166,Mexico,MEX,Upper middle income,,,,,,,,,,,,,"N/A (secondary source, review or guideline paper)","N/A (secondary source, review or guideline paper)","N/A (secondary source, review or guideline paper)",,,,,,,,,"N/A (secondary source, review or guideline paper)","N/A (secondary source, review or guideline paper)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"N/A (secondary source, review or guideline paper)","N/A (secondary source, review or guideline paper)","N/A (secondary source, review or guideline paper)",3.0,NA,2008,NA,NA,NA,NA,NA,NA,NA,"Survivorship of outplanted corals is approximate 85% after 3 years. Predation by snails and fireworms was an issue in the beginning when the outplants were placed close together. Colonies were then spaced 2 m apart, and new colonies were placed around old outplanted corals, which reduced the predation impact. Choosing a nursery site with high densities of the long-spined sea urchin, Diadema antillarum and Equinometra sp. reduced the level of algae maintenance. ",,,85.0,85.0
42,214,42,"Jokiel P, Naughton J (2001) Coral reef mitigation and restoration techniques employed in the Pacific islands: II guidelines. In: Oceans 2001 Conference Proceedings, Marine Technological Society/Institute of Electrical and Electronics Engineers, Inc. Holland Publications, Escondito, CA, p 313–316",chapter/book,2001,1998,,secondary,"A court decision awarded US$ 2,000,000 to the people of Satawal in compensation for reef damage to 13,000 square meters of damaged reef in 1998. Original source was a news article: T. Kaser (1998) 2$ million paid for reef damage. Honolulu Advertiser, page B6, Monday Feb. 9, 1998.",physical,monetary compensation for ship grounding,,,,"Satawal, Caroline Islands",7.3818263,147.0308817,Federated States of Micronesia,FSM,Lower middle income,,,,,,,,,,,,,"N/A (secondary source, review or guideline paper)","N/A (secondary source, review or guideline paper)","N/A (secondary source, review or guideline paper)",,,,,,,,,"N/A (secondary source, review or guideline paper)","N/A (secondary source, review or guideline paper)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"N/A (secondary source, review or guideline paper)","N/A (secondary source, review or guideline paper)","N/A (secondary source, review or guideline paper)",NA,1.3000,1998,"2,000,000 US$ (CPI conversion based on 1999 for FSM)",USD,"1,538,462","2,170,201",NA,"139,232",NA,,,,,NA
43,215,43,"Kumar JSY, Satyanarayana Ch, Venkataraman K, Beleem IB, Arun G, Chandran R, Ramkumaran K, Kamboj RD (2017) Coral reefs transplantation and restoration experience in Pirotan Island, Marine National Park, Gulf of Kachchh, India. Ind Jour of Geo-Mar Sci 46(2):299-303",journal,2017,2014,,primary,"A total of 215 artificial triangles were deployed with 1569 coral fragments at a small tide drain channel in Pirotan Island, Marine National Park, Gulf of Kachchh.",biological,transplanting fragments from donor colonies,Direct transplantation,850,Favia sp.,"Pirotan Island, Gulf of Kachchh",22.6006137,69.9565227,India,IND,Lower middle income,,,,,,,,yes,,,,"The financial support provided by Integrated Coastal Zone Management project, State Project Management Unit, Gujarat and Ministry of Environment, Forests and Climate Change, Government of India is duly acknowledged.","Improve restoration approach, technology, methods / Answer ecological research questions",Not reported,Not reported,Partially,Partially,Yes,No,No,No,No,No,Ecosystem function,Species composition,Detachment of corals; lost from restoration site,Ecosystem function,"Growth, productivity",Coral bleaching,Ecosystem function,Response to environmental stress,Mortality,Species composition,Survivorship of species,Survival (of more than one species),Species composition,Survivorship of species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Not reported,Not reported,0.4,0.6000,NA,NA,NA,NA,NA,NA,NA,NA,"Among the transplanted species, maximum survivorship was shown by Favia sp. (41.56%) followed by Siderastrea sp. (8.67%), Porites sp. (5.93%), Goniopora sp. (5.29%), Goniastra sp. (3.19%), Favites sp. (2.68%), Turbinaria sp. (0.70%), and Acanthastrea sp. (0.38%) respectively (Table 2).",,,41.6,41.6
43,216,,"Kumar JSY, Satyanarayana Ch, Venkataraman K, Beleem IB, Arun G, Chandran R, Ramkumaran K, Kamboj RD (2017) Coral reefs transplantation and restoration experience in Pirotan Island, Marine National Park, Gulf of Kachchh, India. Ind Jour of Geo-Mar Sci 46(2):299-303",journal,2017,2014,,primary,"A total of 215 artificial triangles were deployed with 1569 coral fragments at a small tide drain channel in Pirotan Island, Marine National Park, Gulf of Kachchh.",biological,transplanting fragments from donor colonies,Direct transplantation,175,Siderastrea sp. ,"Pirotan Island, Gulf of Kachchh",22.6006137,69.9565227,India,IND,Lower middle income,,,,,,,,yes,,,,"The financial support provided by Integrated Coastal Zone Management project, State Project Management Unit, Gujarat and Ministry of Environment, Forests and Climate Change, Government of India is duly acknowledged.","Improve restoration approach, technology, methods / Answer ecological research questions",Not reported,Not reported,Partially,Partially,Yes,No,No,No,No,No,Ecosystem function,Species composition,Detachment of corals; lost from restoration site,Ecosystem function,"Growth, productivity",Coral bleaching,Ecosystem function,Response to environmental stress,Mortality,Species composition,Survivorship of species,Survival (of more than one species),Species composition,Survivorship of species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Not reported,Not reported,0.4,0.6000,NA,NA,NA,NA,NA,NA,NA,NA,"Among the transplanted species, maximum survivorship was shown by Favia sp. (41.56%) followed by Siderastrea sp. (8.67%), Porites sp. (5.93%), Goniopora sp. (5.29%), Goniastra sp. (3.19%), Favites sp. (2.68%), Turbinaria sp. (0.70%), and Acanthastrea sp. (0.38%) respectively (Table 2).",,,8.7,8.7
43,217,,"Kumar JSY, Satyanarayana Ch, Venkataraman K, Beleem IB, Arun G, Chandran R, Ramkumaran K, Kamboj RD (2017) Coral reefs transplantation and restoration experience in Pirotan Island, Marine National Park, Gulf of Kachchh, India. Ind Jour of Geo-Mar Sci 46(2):299-303",journal,2017,2014,,primary,"A total of 215 artificial triangles were deployed with 1569 coral fragments at a small tide drain channel in Pirotan Island, Marine National Park, Gulf of Kachchh.",biological,transplanting fragments from donor colonies,Direct transplantation,115,Porites sp. ,"Pirotan Island, Gulf of Kachchh",22.6006137,69.9565227,India,IND,Lower middle income,,,,,,,,yes,,,,"The financial support provided by Integrated Coastal Zone Management project, State Project Management Unit, Gujarat and Ministry of Environment, Forests and Climate Change, Government of India is duly acknowledged.","Improve restoration approach, technology, methods / Answer ecological research questions",Not reported,Not reported,Partially,Partially,Yes,No,No,No,No,No,Ecosystem function,Species composition,Detachment of corals; lost from restoration site,Ecosystem function,"Growth, productivity",Coral bleaching,Ecosystem function,Response to environmental stress,Mortality,Species composition,Survivorship of species,Survival (of more than one species),Species composition,Survivorship of species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Not reported,Not reported,0.4,0.6000,NA,NA,NA,NA,NA,NA,NA,NA,"Among the transplanted species, maximum survivorship was shown by Favia sp. (41.56%) followed by Siderastrea sp. (8.67%), Porites sp. (5.93%), Goniopora sp. (5.29%), Goniastra sp. (3.19%), Favites sp. (2.68%), Turbinaria sp. (0.70%), and Acanthastrea sp. (0.38%) respectively (Table 2).",,,5.9,5.9
43,218,,"Kumar JSY, Satyanarayana Ch, Venkataraman K, Beleem IB, Arun G, Chandran R, Ramkumaran K, Kamboj RD (2017) Coral reefs transplantation and restoration experience in Pirotan Island, Marine National Park, Gulf of Kachchh, India. Ind Jour of Geo-Mar Sci 46(2):299-303",journal,2017,2014,,primary,"A total of 215 artificial triangles were deployed with 1569 coral fragments at a small tide drain channel in Pirotan Island, Marine National Park, Gulf of Kachchh.",biological,transplanting fragments from donor colonies,Direct transplantation,95,Goniopora sp.,"Pirotan Island, Gulf of Kachchh",22.6006137,69.9565227,India,IND,Lower middle income,,,,,,,,yes,,,,"The financial support provided by Integrated Coastal Zone Management project, State Project Management Unit, Gujarat and Ministry of Environment, Forests and Climate Change, Government of India is duly acknowledged.","Improve restoration approach, technology, methods / Answer ecological research questions",Not reported,Not reported,Partially,Partially,Yes,No,No,No,No,No,Ecosystem function,Species composition,Detachment of corals; lost from restoration site,Ecosystem function,"Growth, productivity",Coral bleaching,Ecosystem function,Response to environmental stress,Mortality,Species composition,Survivorship of species,Survival (of more than one species),Species composition,Survivorship of species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Not reported,Not reported,0.4,0.6000,NA,NA,NA,NA,NA,NA,NA,NA,"Among the transplanted species, maximum survivorship was shown by Favia sp. (41.56%) followed by Siderastrea sp. (8.67%), Porites sp. (5.93%), Goniopora sp. (5.29%), Goniastra sp. (3.19%), Favites sp. (2.68%), Turbinaria sp. (0.70%), and Acanthastrea sp. (0.38%) respectively (Table 2).",,,5.3,5.3
43,219,,"Kumar JSY, Satyanarayana Ch, Venkataraman K, Beleem IB, Arun G, Chandran R, Ramkumaran K, Kamboj RD (2017) Coral reefs transplantation and restoration experience in Pirotan Island, Marine National Park, Gulf of Kachchh, India. Ind Jour of Geo-Mar Sci 46(2):299-303",journal,2017,2014,,primary,"A total of 215 artificial triangles were deployed with 1569 coral fragments at a small tide drain channel in Pirotan Island, Marine National Park, Gulf of Kachchh.",biological,transplanting fragments from donor colonies,Direct transplantation,68,Goniastrea sp. ,"Pirotan Island, Gulf of Kachchh",22.6006137,69.9565227,India,IND,Lower middle income,,,,,,,,yes,,,,"The financial support provided by Integrated Coastal Zone Management project, State Project Management Unit, Gujarat and Ministry of Environment, Forests and Climate Change, Government of India is duly acknowledged.","Improve restoration approach, technology, methods / Answer ecological research questions",Not reported,Not reported,Partially,Partially,Yes,No,No,No,No,No,Ecosystem function,Species composition,Detachment of corals; lost from restoration site,Ecosystem function,"Growth, productivity",Coral bleaching,Ecosystem function,Response to environmental stress,Mortality,Species composition,Survivorship of species,Survival (of more than one species),Species composition,Survivorship of species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Not reported,Not reported,0.4,0.6000,NA,NA,NA,NA,NA,NA,NA,NA,"Among the transplanted species, maximum survivorship was shown by Favia sp. (41.56%) followed by Siderastrea sp. (8.67%), Porites sp. (5.93%), Goniopora sp. (5.29%), Goniastra sp. (3.19%), Favites sp. (2.68%), Turbinaria sp. (0.70%), and Acanthastrea sp. (0.38%) respectively (Table 2).",,,3.2,3.2
43,220,,"Kumar JSY, Satyanarayana Ch, Venkataraman K, Beleem IB, Arun G, Chandran R, Ramkumaran K, Kamboj RD (2017) Coral reefs transplantation and restoration experience in Pirotan Island, Marine National Park, Gulf of Kachchh, India. Ind Jour of Geo-Mar Sci 46(2):299-303",journal,2017,2014,,primary,"A total of 215 artificial triangles were deployed with 1569 coral fragments at a small tide drain channel in Pirotan Island, Marine National Park, Gulf of Kachchh.",biological,transplanting fragments from donor colonies,Direct transplantation,70,Favites sp. ,"Pirotan Island, Gulf of Kachchh",22.6006137,69.9565227,India,IND,Lower middle income,,,,,,,,yes,,,,"The financial support provided by Integrated Coastal Zone Management project, State Project Management Unit, Gujarat and Ministry of Environment, Forests and Climate Change, Government of India is duly acknowledged.","Improve restoration approach, technology, methods / Answer ecological research questions",Not reported,Not reported,Partially,Partially,Yes,No,No,No,No,No,Ecosystem function,Species composition,Detachment of corals; lost from restoration site,Ecosystem function,"Growth, productivity",Coral bleaching,Ecosystem function,Response to environmental stress,Mortality,Species composition,Survivorship of species,Survival (of more than one species),Species composition,Survivorship of species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Not reported,Not reported,0.4,0.6000,NA,NA,NA,NA,NA,NA,NA,NA,"Among the transplanted species, maximum survivorship was shown by Favia sp. (41.56%) followed by Siderastrea sp. (8.67%), Porites sp. (5.93%), Goniopora sp. (5.29%), Goniastra sp. (3.19%), Favites sp. (2.68%), Turbinaria sp. (0.70%), and Acanthastrea sp. (0.38%) respectively (Table 2).",,,2.7,2.7
43,221,,"Kumar JSY, Satyanarayana Ch, Venkataraman K, Beleem IB, Arun G, Chandran R, Ramkumaran K, Kamboj RD (2017) Coral reefs transplantation and restoration experience in Pirotan Island, Marine National Park, Gulf of Kachchh, India. Ind Jour of Geo-Mar Sci 46(2):299-303",journal,2017,2014,,primary,"A total of 215 artificial triangles were deployed with 1569 coral fragments at a small tide drain channel in Pirotan Island, Marine National Park, Gulf of Kachchh.",biological,transplanting fragments from donor colonies,Direct transplantation,13,Turbinaria sp. ,"Pirotan Island, Gulf of Kachchh",22.6006137,69.9565227,India,IND,Lower middle income,,,,,,,,yes,,,,"The financial support provided by Integrated Coastal Zone Management project, State Project Management Unit, Gujarat and Ministry of Environment, Forests and Climate Change, Government of India is duly acknowledged.","Improve restoration approach, technology, methods / Answer ecological research questions",Not reported,Not reported,Partially,Partially,Yes,No,No,No,No,No,Ecosystem function,Species composition,Detachment of corals; lost from restoration site,Ecosystem function,"Growth, productivity",Coral bleaching,Ecosystem function,Response to environmental stress,Mortality,Species composition,Survivorship of species,Survival (of more than one species),Species composition,Survivorship of species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Not reported,Not reported,0.4,0.6000,NA,NA,NA,NA,NA,NA,NA,NA,"Among the transplanted species, maximum survivorship was shown by Favia sp. (41.56%) followed by Siderastrea sp. (8.67%), Porites sp. (5.93%), Goniopora sp. (5.29%), Goniastra sp. (3.19%), Favites sp. (2.68%), Turbinaria sp. (0.70%), and Acanthastrea sp. (0.38%) respectively (Table 2).",,,0.7,0.7
43,222,,"Kumar JSY, Satyanarayana Ch, Venkataraman K, Beleem IB, Arun G, Chandran R, Ramkumaran K, Kamboj RD (2017) Coral reefs transplantation and restoration experience in Pirotan Island, Marine National Park, Gulf of Kachchh, India. Ind Jour of Geo-Mar Sci 46(2):299-303",journal,2017,2014,,primary,"A total of 215 artificial triangles were deployed with 1569 coral fragments at a small tide drain channel in Pirotan Island, Marine National Park, Gulf of Kachchh.",biological,transplanting fragments from donor colonies,Direct transplantation,8, Acanthastrea sp.,"Pirotan Island, Gulf of Kachchh",22.6006137,69.9565227,India,IND,Lower middle income,,,,,,,,yes,,,,"The financial support provided by Integrated Coastal Zone Management project, State Project Management Unit, Gujarat and Ministry of Environment, Forests and Climate Change, Government of India is duly acknowledged.","Improve restoration approach, technology, methods / Answer ecological research questions",Not reported,Not reported,Partially,Partially,Yes,No,No,No,No,No,Ecosystem function,Species composition,Detachment of corals; lost from restoration site,Ecosystem function,"Growth, productivity",Coral bleaching,Ecosystem function,Response to environmental stress,Mortality,Species composition,Survivorship of species,Survival (of more than one species),Species composition,Survivorship of species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Not reported,Not reported,0.4,0.6000,NA,NA,NA,NA,NA,NA,NA,NA,"Among the transplanted species, maximum survivorship was shown by Favia sp. (41.56%) followed by Siderastrea sp. (8.67%), Porites sp. (5.93%), Goniopora sp. (5.29%), Goniastra sp. (3.19%), Favites sp. (2.68%), Turbinaria sp. (0.70%), and Acanthastrea sp. (0.38%) respectively (Table 2).",,,0.4,0.4
44,223,44,"Ladd MC, Shantz AA, Nedimyer K, & Burkepile DE (2016) Density dependence drives habitat production and survivorship of Acropora cervicornis used for restoration on a Caribbean coral reef. Fron in Mar Sci 3:261",journal,2016,2013,,primary,"Used nursery raised colonies of Acropora cervicornis to experimentally establish populations of corals with either 3, 6, 12, or 24 corals within 4m2 plots. After 13 months we found that density had a significant effect on the growth, habitat production, and survivorship of restored corals. Here: 3 colony",biological,growing corals in nurseries and out-planting,Coral gardening,12,Acropora cervicornis,"Plantation Key, Florida, USA",24.9854603,-80.5466229,United States,USA,High income,,,,,,,,yes,yes,,,"Funding for this work was provided by a Florida Sea Grant Scholar award (PD-012-20) and a Friends of Gumbo Limbo Gordon Gilbert Graduate Research Grant to ML, and was facilitated by a grant from the National Science Foundation, Biological Oceanography program (OCE-1130786) to DB.","Improve restoration approach, technology, methods / Answer ecological research questions",Not reported,Not reported,No,Partially,Yes,No,No,No,No,No,Ecosystem function,Absence of threats,Host/symbiont genotype/genetics,External exchanges,Genetics/gene flow,Survival,Ecosystem function,Survivorship,Height (coral colony),Ecosystem function,"Growth, productivity",Width (coral colony),Ecosystem function,"Growth, productivity",Length (coral colony),Ecosystem function,"Growth, productivity",Percent live tissue,Ecosystem function,"Growth, productivity",Evidence of disease,Absence of threats,Biological threats,Species observed (corallivorous snails),Absence of threats,Biological threats,Species observed (fireworms),Absence of threats,Biological threats,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Not reported,Not reported,1.1,0.0012,NA,NA,NA,NA,NA,NA,NA,NA,"The 12-clumped treatment had the highest initial mortality rates (August2013) and ended up losing approximately 50% of individual colonies by the end of the experiment, similar to that of the 24-colon ytreatment. On the other extreme, the 3-colony treatment had 100% survivorship for the duration of the experiment. At the conclusion of the experiment, colony survivorship was negatively correlated with the density of corals.",,,100.0,100.0
44,224,,"Ladd MC, Shantz AA, Nedimyer K, & Burkepile DE (2016) Density dependence drives habitat production and survivorship of Acropora cervicornis used for restoration on a Caribbean coral reef. Fron in Mar Sci 3:261",journal,2016,2013,,primary,"Used nursery raised colonies of Acropora cervicornis to experimentally establish populations of corals with either 3, 6, 12, or 24 corals within 4m2 plots. After 13 months we found that density had a significant effect on the growth, habitat production, and survivorship of restored corals. Here:  6 colony ",biological,growing corals in nurseries and out-planting,Coral gardening,24,Acropora cervicornis,"Plantation Key, Florida, USA",24.9854603,-80.5466229,United States,USA,High income,,,,,,,,yes,yes,,,"Funding for this work was provided by a Florida Sea Grant Scholar award (PD-012-20) and a Friends of Gumbo Limbo Gordon Gilbert Graduate Research Grant to ML, and was facilitated by a grant from the National Science Foundation, Biological Oceanography program (OCE-1130786) to DB.","Improve restoration approach, technology, methods / Answer ecological research questions",Not reported,Not reported,No,Partially,Yes,No,No,No,No,No,Ecosystem function,Absence of threats,Host/symbiont genotype/genetics,External exchanges,Genetics/gene flow,Survival,Ecosystem function,Survivorship,Height (coral colony),Ecosystem function,"Growth, productivity",Width (coral colony),Ecosystem function,"Growth, productivity",Length (coral colony),Ecosystem function,"Growth, productivity",Percent live tissue,Ecosystem function,"Growth, productivity",Evidence of disease,Absence of threats,Biological threats,Species observed (corallivorous snails),Absence of threats,Biological threats,Species observed (fireworms),Absence of threats,Biological threats,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Not reported,Not reported,1.1,0.0012,NA,NA,NA,NA,NA,NA,NA,NA,"The 12-clumped treatment had the highest initial mortality rates (August2013) and ended up losing approximately 50% of individual colonies by the end of the experiment, similar to that of the 24-colon ytreatment. On the other extreme, the 3-colony treatment had 100% survivorship for the duration of the experiment. At the conclusion of the experiment, colony survivorship was negatively correlated with the density of corals.",,,84.0,84.0
