is_coral_gardening,reference,year_published,year_data_collection,type_of_source,action,reef_restoration_and_adaptation_plan_report_technique,ecological_outcome,economic_outcome,social_outcome,feasibility_reasons_for_failure_success,ser_concept_1_reference_ecosystems,ser_concept_2a_clear_targets_and_goals_smart_objectives,ser_concept_2b_specific_and_measurable_indicators_to_evaluate_targets_goals_objectives,ser_concept_2c_adaptive_management,ser_concept_3_assessing_capacity_for_natural_recovery,ser_concept_4_aiming_for_full_ecosystem_recovery,ser_concept_5_restoration_draws_on_all_relevant_knowledge_science_practice_and_traditional_knowledge,ser_concept_6_early_and_ongoing_stakeholder_engagement_with_communities_and_end_users,variable_1,attribute_category_variable_1,sub_attribute_category_variable_1,variable_2,attribute_category_variable_2,sub_attribute_category_variable_2,variable_3,attribute_category_variable_3,sub_attribute_category_variable_3,variable_4,attribute_category_variable_4,sub_attribute_category_variable_4,variable_5,attribute_category_variable_5,sub_attribute_category_variable_5,variable_6,attribute_category_variable_6,sub_attribute_category_variable_6,variable_7,attribute_category_variable_7,sub_attribute_category_variable_7,variable_8,attribute_category_variable_8,sub_attribute_category_variable_8,variable_9,attribute_category_variable_9,sub_attribute_category_variable_9,variable_10,attribute_category_variable_10,sub_attribute_category_variable_10,variable_11,attribute_category_variable_11,sub_attribute_category_variable_11,variable_12,attribute_category_variable_12,sub_attribute_category_variable_12,variable_13,attribute_category_variable_13,sub_attribute_category_variable_13,variable_14,attribute_category_variable_14,sub_attribute_category_variable_14,variable_15,attribute_category_variable_15,sub_attribute_category_variable_15,variable_16,attribute_category_variable_16,sub_attribute_category_variable_16,variable_17,attribute_category_variable_17,sub_attribute_category_variable_17,variable_18,attribute_category_variable_18,sub_attribute_category_variable_18,primary_attribute_category,secondary_attribute_category
TRUE,"Bongiorni L, Giovanelli D, Rinkevich B, Pusceddu A, Chou L, Danovaro R (2011) First step in the restoration of a highly degraded coral reef (Sinapore) by in situ coral intensive farming. Aquaculture 322-323:191–200",2011,2005,primary,Coral nubbins (1–3 cm size) were grown for 1 year in shallow-water nursery (3.5-4 m water depth) at a location in close proximity (15 m away) to fish-farm.,Coral gardening - Nursery phase,Yes,Not reported,Not reported,Feasibility here described as % of nubbins that survived and/or were not lost in the course of 1 year.,No,Partially,Partially,No,No,No,No,No,Survival (of more than one species),Species composition,Survivorship of species,Growth (ecological volume),Ecosystem function,"Growth, productivity",Sedimentation rate (total downward particle flux),Physical conditions,Rate of sedimentation,Sedimentation rate (protein downward flux),Physical conditions,Rate of sedimentation,Sedimentation rate (carbohydrates downward flux),Physical conditions,Rate of sedimentation,Sedimentation rate (lipid downward flux),Physical conditions,Rate of sedimentation,Sedimentation rate (biopolymeric carbon downward flux),Physical conditions,Rate of sedimentation,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ecosystem function,Physical conditions
TRUE,"Bongiorni L, Giovanelli D, Rinkevich B, Pusceddu A, Chou L, Danovaro R (2011) First step in the restoration of a highly degraded coral reef (Sinapore) by in situ coral intensive farming. Aquaculture 322-323:191–200",2011,2005,primary,Coral nubbins (1–3 cm size) were grown for 1 year in shallow-water nursery (3.5-4 m water depth) at a location in close proximity (15 m away) to fish-farm.,Coral gardening - Nursery phase,Yes,Not reported,Not reported,Feasibility here described as % of nubbins that survived and/or were not lost in the course of 1 year.,No,Partially,Partially,No,No,No,No,No,Survival (of more than one species),Species composition,Survivorship of species,Growth (ecological volume),Ecosystem function,"Growth, productivity",Sedimentation rate (total downward particle flux),Physical conditions,Rate of sedimentation,Sedimentation rate (protein downward flux),Physical conditions,Rate of sedimentation,Sedimentation rate (carbohydrates downward flux),Physical conditions,Rate of sedimentation,Sedimentation rate (lipid downward flux),Physical conditions,Rate of sedimentation,Sedimentation rate (biopolymeric carbon downward flux),Physical conditions,Rate of sedimentation,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ecosystem function,Physical conditions
TRUE,"Bongiorni L, Giovanelli D, Rinkevich B, Pusceddu A, Chou L, Danovaro R (2011) First step in the restoration of a highly degraded coral reef (Sinapore) by in situ coral intensive farming. Aquaculture 322-323:191–200",2011,2005,primary,Coral nubbins (1–3 cm size) were grown for 1 year in shallow-water nursery (3.5-4 m water depth) at a location in close proximity (15 m away) to fish-farm.,Coral gardening - Nursery phase,Yes,Not reported,Not reported,Feasibility here described as % of nubbins that survived and/or were not lost in the course of 1 year.,No,Partially,Partially,No,No,No,No,No,Survival (of more than one species),Species composition,Survivorship of species,Growth (ecological volume),Ecosystem function,"Growth, productivity",Sedimentation rate (total downward particle flux),Physical conditions,Rate of sedimentation,Sedimentation rate (protein downward flux),Physical conditions,Rate of sedimentation,Sedimentation rate (carbohydrates downward flux),Physical conditions,Rate of sedimentation,Sedimentation rate (lipid downward flux),Physical conditions,Rate of sedimentation,Sedimentation rate (biopolymeric carbon downward flux),Physical conditions,Rate of sedimentation,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ecosystem function,Physical conditions
TRUE,"Bongiorni L, Giovanelli D, Rinkevich B, Pusceddu A, Chou L, Danovaro R (2011) First step in the restoration of a highly degraded coral reef (Sinapore) by in situ coral intensive farming. Aquaculture 322-323:191–200",2011,2005,primary,Coral nubbins (1–3 cm size) were grown for 1 year in shallow-water nursery (3.5-4 m water depth) at a location in close proximity (15 m away) to fish-farm.,Coral gardening - Nursery phase,Yes,Not reported,Not reported,Feasibility here described as % of nubbins that survived and/or were not lost in the course of 1 year.,No,Partially,Partially,No,No,No,No,No,Survival (of more than one species),Species composition,Survivorship of species,Growth (ecological volume),Ecosystem function,"Growth, productivity",Sedimentation rate (total downward particle flux),Physical conditions,Rate of sedimentation,Sedimentation rate (protein downward flux),Physical conditions,Rate of sedimentation,Sedimentation rate (carbohydrates downward flux),Physical conditions,Rate of sedimentation,Sedimentation rate (lipid downward flux),Physical conditions,Rate of sedimentation,Sedimentation rate (biopolymeric carbon downward flux),Physical conditions,Rate of sedimentation,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ecosystem function,Physical conditions
TRUE,"Bongiorni L, Giovanelli D, Rinkevich B, Pusceddu A, Chou L, Danovaro R (2011) First step in the restoration of a highly degraded coral reef (Sinapore) by in situ coral intensive farming. Aquaculture 322-323:191–200",2011,2005,primary,Coral nubbins (1–3 cm size) were grown for 1 year in shallow-water nursery (3.5-4 m water depth) at a location in close proximity (15 m away) to fish-farm.,Coral gardening - Nursery phase,Yes,Not reported,Not reported,Feasibility here described as % of nubbins that survived and/or were not lost in the course of 1 year.,No,Partially,Partially,No,No,No,No,No,Survival (of more than one species),Species composition,Survivorship of species,Growth (ecological volume),Ecosystem function,"Growth, productivity",Sedimentation rate (total downward particle flux),Physical conditions,Rate of sedimentation,Sedimentation rate (protein downward flux),Physical conditions,Rate of sedimentation,Sedimentation rate (carbohydrates downward flux),Physical conditions,Rate of sedimentation,Sedimentation rate (lipid downward flux),Physical conditions,Rate of sedimentation,Sedimentation rate (biopolymeric carbon downward flux),Physical conditions,Rate of sedimentation,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ecosystem function,Physical conditions
TRUE,"Bongiorni L, Giovanelli D, Rinkevich B, Pusceddu A, Chou L, Danovaro R (2011) First step in the restoration of a highly degraded coral reef (Sinapore) by in situ coral intensive farming. Aquaculture 322-323:191–200",2011,2005,primary,Coral nubbins (1–3 cm size) were grown for 1 year in shallow-water nursery (3.5-4 m water depth) at a location in close proximity (15 m away) to fish-farm.,Coral gardening - Nursery phase,Yes,Not reported,Not reported,Feasibility here described as % of nubbins that survived and/or were not lost in the course of 1 year.,No,Partially,Partially,No,No,No,No,No,Survival (of more than one species),Species composition,Survivorship of species,Growth (ecological volume),Ecosystem function,"Growth, productivity",Sedimentation rate (total downward particle flux),Physical conditions,Rate of sedimentation,Sedimentation rate (protein downward flux),Physical conditions,Rate of sedimentation,Sedimentation rate (carbohydrates downward flux),Physical conditions,Rate of sedimentation,Sedimentation rate (lipid downward flux),Physical conditions,Rate of sedimentation,Sedimentation rate (biopolymeric carbon downward flux),Physical conditions,Rate of sedimentation,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ecosystem function,Physical conditions
TRUE,"Bongiorni L, Giovanelli D, Rinkevich B, Pusceddu A, Chou L, Danovaro R (2011) First step in the restoration of a highly degraded coral reef (Sinapore) by in situ coral intensive farming. Aquaculture 322-323:191–200",2011,2005,primary,Coral nubbins (1–3 cm size) were grown for 1 year in shallow-water nursery (3.5-4 m water depth) at a location in close proximity (15 m away) to fish-farm.,Coral gardening - Nursery phase,Yes,Not reported,Not reported,Feasibility here described as % of nubbins that survived and/or were not lost in the course of 1 year.,No,Partially,Partially,No,No,No,No,No,Survival (of more than one species),Species composition,Survivorship of species,Growth (ecological volume),Ecosystem function,"Growth, productivity",Sedimentation rate (total downward particle flux),Physical conditions,Rate of sedimentation,Sedimentation rate (protein downward flux),Physical conditions,Rate of sedimentation,Sedimentation rate (carbohydrates downward flux),Physical conditions,Rate of sedimentation,Sedimentation rate (lipid downward flux),Physical conditions,Rate of sedimentation,Sedimentation rate (biopolymeric carbon downward flux),Physical conditions,Rate of sedimentation,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ecosystem function,Physical conditions
TRUE,"Bowden-Kerby A, Carne L (2012) Thermal tolerance as a factor in Caribbean Acropora restoration. In: Proceedings of the 12th International Coral Reef Symposium. Cairns, Australia",2012,2007-2011,primary,"In situ gene-bank nurseries were created for threatened Caribbean corals including mesh A-frames, suspended ropes, and cement discs affixed to mesh trays. Six nurseries were established and planted with a total of 354 corals of 17 genotypes. Colonies were trimmed at 7-9 months and again at 12-18 months to produce fragments for transplanting to restoration sites. Approximately 4000 second generation corals were planted to reef patches within Laughing Bird Caye National Park. More than 4000 coral fragments were outplanted and survivorship monitored after 1 year.",Coral gardening,Yes,Not reported,Not reported,"Survival of the corals on the six A-frame nurseries at 1 year was 87% (41 dead or missing out of 306): 81% survival for Acropora palmata, 88.9% for Acropora cervicornis, and 97.2% for Acropora prolifera. Mortality between sites ranged from a high of 35% to a low of 2%. Only one genotype exhibited higher mortality across sites (4 of 6 sites), an inner caye sourced Acropora palmata. One-year mortality of Acropora palmata planted to cement discs secured to trays on the tables was 20.8% (5 of 24) replicates, with 0% mortality for Acropora prolifera.",Partially,Partially,Yes,No,No,No,No,No,Growth (ecological volume),Ecosystem function,"Growth, productivity",Host/symbiont genotype/genetics,External exchanges,Genetics/gene flow,Survival,Ecosystem function,Survivorship,Survival (of more than one species),Species composition,Survivorship,Coral bleaching,Ecosystem function,Response to environmental stress,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ecosystem function,External exchanges
TRUE,"Calderon EN, Zilberberg C, Castro CBE (2013) Farming of the fire-coral Millepora alcicornis for reef restoration purposes: The influence of inclination on growth. Aquac Res: 1-3
",2013,2010,primary,Coral fragments (15–80 mm long) were fixed in a tubular PVC base (80 x 20 mm) using underwater epoxy and placed in three racks on a shallow patch reef.,Coral gardening - Nursery phase,Yes,Not reported,Not reported,"No dead coral nubbins were found during the study, showing that it is feasible to farm M. alcicornis nubbins in field nurseries using small branches for recovery purposes in coral restoration programs (from 15 to 80 mm).",No,No,No,No,No,No,No,No,Growth (vertical),Ecosystem function,"Growth, productivity",Growth (horizontal),Ecosystem function,"Growth, productivity",Mortality,Ecosystem function,Survivorship,Irradiance,Physical conditions,Physical attributes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ecosystem function,Physical conditions
TRUE,"Chamberland VF, Vermeij MJA, Brittsan M, Carl M, Schick M, Snowden S, Schrier A, Petersen D (2015) Restoration of critically endangered elkhorn coral (Acropora palmata) populations using larvae reared from wild-caught gametes. Glob Ecol Conserv 4:526-537.
",2015,2010,primary,"Compared the survival and growth of settlers transferred to the reef at the age of two weeks to that of settlers raised in the land-based (ex-situ) nursery over a period of 2.5 years. Here, recruit-substrate units are reared in in-situ nursery on the reef.",Coral gardening,Yes,Yes,Not reported,"The geometry of the tripods, which allowed for settlement on undersides, appears to be an important element contributing to the long-term survival of the outplanted A. palmata settlers. A. palmata recruits on the reef suffered unexpectedly high mortality sometime between 11 and 17 months postoutplanting, most likely caused by high wave action.",Partially,Partially,Yes,No,No,No,No,No,Survival,Ecosystem function,Survivorship,Mortality,Ecosystem function,Survivorship,Coral settler size,Ecosystem function,"Growth, productivity","Cost (setting up land-based nursery facility, nursery maintenance, larval rearing and settling, out-planting, monitoring)",Socio-economic,Restoration costs,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ecosystem function,Socio-economic
TRUE,"dela Cruz DW, Rinkevich B, Gomez ED, Yap HT (2015) Assessing an abridged nursery phase for slow growing corals used in coral restoration. Ecol Engin 84:408-415",2015,2007,primary,Survivorship of E. lamellosa and M. scabricula nubbins reared in the nurseries(E-Nur and M-Nur) and transplanted on bommies. Here E. lamellosa.,Coral gardening,Yes,Yes,Not reported,"All E. lamellosa nubbinsin both nurseries and bommies died unexpectedly 10 months after transplantation after exhibiting 95% and 64% survivorship, respectively, 2 months earlier. This is attributed to the abnormal increase of sea surface temperature during June 2007.",No,Partially,Yes,No,No,No,No,No,Survival,Ecosystem function,Survivorship,Attachment of corals to the substrate,Ecosystem function,"Growth, productivity",Detachment of corals; lost from restoration site,Ecosystem function,"Growth, productivity",Coral bleaching,Ecosystem function,Response to environmental stress,Growth (ecological volume),Ecosystem function,"Growth, productivity",Growth (change in surface area),Ecosystem function,"Growth, productivity",Growth (buoyant weight),Ecosystem function,"Growth, productivity",Salinity,Physical conditions,Physico-chemical variables (water),Water temperature,Physical conditions,Physico-chemical variables (water),Sedimentation rate (total downward particle flux),Physical conditions,Rate of sedimentation,Water turbulence,Physical conditions,Physical attributes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ecosystem function,Physical conditions
TRUE,"dela Cruz DW, Rinkevich B, Gomez ED, Yap HT (2015) Assessing an abridged nursery phase for slow growing corals used in coral restoration. Ecol Engin 84:408-415",2015,2007,primary,Survivorship of E. lamellosa and M. scabricula nubbins reared in the nurseries(E-Nur and M-Nur) and transplanted on bommies. Here M. scabricula,Coral gardening,Yes,Yes,Not reported,NA,No,Partially,Yes,No,No,No,No,No,Survival,Ecosystem function,Survivorship,Attachment of corals to the substrate,Ecosystem function,"Growth, productivity",Detachment of corals; lost from restoration site,Ecosystem function,"Growth, productivity",Coral bleaching,Ecosystem function,Response to environmental stress,Growth (ecological volume),Ecosystem function,"Growth, productivity",Growth (change in surface area),Ecosystem function,"Growth, productivity",Growth (buoyant weight),Ecosystem function,"Growth, productivity",Salinity,Physical conditions,Physico-chemical variables (water),Water temperature,Physical conditions,Physico-chemical variables (water),Sedimentation rate (total downward particle flux),Physical conditions,Rate of sedimentation,Water turbulence,Physical conditions,Physical attributes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ecosystem function,Physical conditions
TRUE,"dela Cruz DW, Rinkevich B, Gomez ED, Yap HT (2015) Assessing an abridged nursery phase for slow growing corals used in coral restoration. Ecol Engin 84:408-415",2015,2007,primary,"Survivorship of E. lamellosa and M. scabricula colonies from wild collections (E-Wand M-W) and nursery-reared colonies (E-NR and M-NR), all transplanted on bommies. Here E. lamellosa.",Coral gardening - Transplantation phase,Yes,Yes,Not reported,"All E. lamellosa nubbins in both nurseries and bommies died unexpectedly 10 months aftertransplantation after exhibiting 95% and 64% survivorship, respectively, 2 months earlier. This is attributed to the abnormalincrease of sea surface temperature during June 2007.",No,Partially,Yes,No,No,No,No,No,Survival,Ecosystem function,Survivorship,Attachment of corals to the substrate,Ecosystem function,"Growth, productivity",Detachment of corals; lost from restoration site,Ecosystem function,"Growth, productivity",Coral bleaching,Ecosystem function,Response to environmental stress,Growth (ecological volume),Ecosystem function,"Growth, productivity",Growth (change in surface area),Ecosystem function,"Growth, productivity",Growth (buoyant weight),Ecosystem function,"Growth, productivity",Salinity,Physical conditions,Physico-chemical variables (water),Water temperature,Physical conditions,Physico-chemical variables (water),Sedimentation rate (total downward particle flux),Physical conditions,Rate of sedimentation,Water turbulence,Physical conditions,Physical attributes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ecosystem function,Physical conditions
TRUE,"dela Cruz DW, Rinkevich B, Gomez ED, Yap HT (2015) Assessing an abridged nursery phase for slow growing corals used in coral restoration. Ecol Engin 84:408-415",2015,2007,primary,"Survivorship of E. lamellosa and M. scabricula colonies from wild collections (E-Wand M-W) and nursery-reared colonies (E-NR and M-NR), all transplanted on bommies. Here M. scabricula.",Coral gardening - Transplantation phase,Yes,Yes,Not reported,NA,No,Partially,Yes,No,No,No,No,No,Survival,Ecosystem function,Survivorship,Attachment of corals to the substrate,Ecosystem function,"Growth, productivity",Detachment of corals; lost from restoration site,Ecosystem function,"Growth, productivity",Coral bleaching,Ecosystem function,Response to environmental stress,Growth (ecological volume),Ecosystem function,"Growth, productivity",Growth (change in surface area),Ecosystem function,"Growth, productivity",Growth (buoyant weight),Ecosystem function,"Growth, productivity",Salinity,Physical conditions,Physico-chemical variables (water),Water temperature,Physical conditions,Physico-chemical variables (water),Sedimentation rate (total downward particle flux),Physical conditions,Rate of sedimentation,Water turbulence,Physical conditions,Physical attributes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ecosystem function,Physical conditions
TRUE,"Edwards A, Gomez E (2007) Reef restoration concepts and guidelines: making sensible management choices in the face of uncertainty. Coral Reef Targeted Research & Capacity Building for Management Programme, St Lucia, Australia",2007,NA,secondary,"Estimates from in situ mid-water and benthic nursery culture suggest that 5–10 coral transplants can be reared per 1 US dollar. At a spacing of 0.5 m on a degraded reef this would suggest culture costs alone of US$ 4,000-8,000 per hectare (for 40,000 transplants/ha that would be needed).",Coral gardening - Transplantation phase,"N/A (secondary source, review or guideline paper)","N/A (secondary source, review or guideline paper)","N/A (secondary source, review or guideline paper)",Asexual culture of many thousands of small colonies has been achieved with generally good survival (often > 90% over 6 months).,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N/A (secondary source, review or guideline paper)","N/A (secondary source, review or guideline paper)"
TRUE,"Edwards A, Gomez E (2007) Reef restoration concepts and guidelines: making sensible management choices in the face of uncertainty. Coral Reef Targeted Research & Capacity Building for Management Programme, St Lucia, Australia",2007,NA,secondary,"Estimates from in situ mid-water and benthic nursery culture suggest that 5–10 coral transplants can be reared per 1 US dollar. At a spacing of 0.5 m on a degraded reef this would suggest culture costs alone of US$ 4,000-8,000 per hectare (for 40,000 transplants/ha that would be needed).",Coral gardening - Transplantation phase,"N/A (secondary source, review or guideline paper)","N/A (secondary source, review or guideline paper)","N/A (secondary source, review or guideline paper)",Asexual culture of many thousands of small colonies has been achieved with generally good survival ( > 90% over 6 months).,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N/A (secondary source, review or guideline paper)","N/A (secondary source, review or guideline paper)"
TRUE,"Edwards A, Gomez E (2007) Reef restoration concepts and guidelines: making sensible management choices in the face of uncertainty. Coral Reef Targeted Research & Capacity Building for Management Programme, St Lucia, Australia",2007,NA,secondary,Survival of transplanted corals on the reef increases dramatically with size/age. Here survival information on the planulating coral Pocillopora damicornis in aquaria over 1 week is provided.,Coral gardening - Nursery phase,"N/A (secondary source, review or guideline paper)","N/A (secondary source, review or guideline paper)","N/A (secondary source, review or guideline paper)","Almost 8 times better survival of newly settled corals in aquaria over one week. Costly, due to laboratory use.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N/A (secondary source, review or guideline paper)","N/A (secondary source, review or guideline paper)"
TRUE,"Edwards A, Gomez E (2007) Reef restoration concepts and guidelines: making sensible management choices in the face of uncertainty. Coral Reef Targeted Research & Capacity Building for Management Programme, St Lucia, Australia",2007,NA,secondary,Survival of transplanted corals on the reef increases dramatically with size/age. Here survival information on the planulating coral Pocillopora damicornis in aquaria over 1 week is provided.,Coral gardening - Nursery phase,"N/A (secondary source, review or guideline paper)","N/A (secondary source, review or guideline paper)","N/A (secondary source, review or guideline paper)",Survival of newly settled corals in the reef over one week.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N/A (secondary source, review or guideline paper)","N/A (secondary source, review or guideline paper)"
TRUE,"Edwards A, Gomez E (2007) Reef restoration concepts and guidelines: making sensible management choices in the face of uncertainty. Coral Reef Targeted Research & Capacity Building for Management Programme, St Lucia, Australia",2007,NA,secondary,Survival of transplanted corals on the reef increases dramatically with size/age. Here survival information on the planulating coral Pocillopora damicornis in aquaria over 3 weeks is provided.,Coral gardening - Nursery phase,"N/A (secondary source, review or guideline paper)","N/A (secondary source, review or guideline paper)","N/A (secondary source, review or guideline paper)",Negligible survivorship of the juvenile corals in the reef over 3 weeks.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N/A (secondary source, review or guideline paper)","N/A (secondary source, review or guideline paper)"
TRUE,"Edwards A, Gomez E (2007) Reef restoration concepts and guidelines: making sensible management choices in the face of uncertainty. Coral Reef Targeted Research & Capacity Building for Management Programme, St Lucia, Australia",2007,NA,secondary,"Data from low-cost active biological restoration projects in Tanzania, Fiji and Philippines suggest costs ranging from US$ 2,000–13,000 per hectare. Projects were community-based (included support by volunteers).",Coral gardening - Transplantation phase,"N/A (secondary source, review or guideline paper)","N/A (secondary source, review or guideline paper)","N/A (secondary source, review or guideline paper)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N/A (secondary source, review or guideline paper)","N/A (secondary source, review or guideline paper)"
TRUE,"Edwards A, Gomez E (2007) Reef restoration concepts and guidelines: making sensible management choices in the face of uncertainty. Coral Reef Targeted Research & Capacity Building for Management Programme, St Lucia, Australia",2007,NA,secondary,"Data from low-cost active biological restoration projects in Tanzania, Fiji and Philippines suggest costs ranging from US$ 2,000–13,000 per hectare. Projects were community-based (included support by volunteers).",Coral gardening - Transplantation phase,"N/A (secondary source, review or guideline paper)","N/A (secondary source, review or guideline paper)","N/A (secondary source, review or guideline paper)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N/A (secondary source, review or guideline paper)","N/A (secondary source, review or guideline paper)"
TRUE,"Epstein N, Bak R, Rinkevich B (2001) Strategies for gardening denuded coral reef areas: The applicability of using different types of coral material for reef restoration. Restor Ecol 9:432–442",2001,1997,primary,Coral spat (sexual recruits) were kept 3 months ex situ before transferring them to an in situ coral nursery. The surviving spat were kept for 1.5 years in nursery. Here: data on the number of transplanted coral spat.,Coral gardening - Nursery phase,Yes,Not reported,Not reported,"After 1 month survivorship of 5% (20 spat) was recorded. Three months ex situ maintenance of coral spat (sexual recruits) prior to the in situ nursery phase increased survivorship. Within the next 1.5 years, they developed into colonies of 3–4 cm diameter.",No,No,No,No,No,No,No,No,Development of reproductive characteristics,Ecosystem function,Reproduction,Survival,Ecosystem function,Survivorship,Growth rate,Ecosystem function,"Growth, productivity",Total weight added in skeleton mass,Ecosystem function,"Growth, productivity",Geometric mean radius of coral colony,Ecosystem function,"Growth, productivity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ecosystem function,Not reported
